	M1	M2	M3	M4	M5	M13	M9	M11	M12	M10	M8	M7	M6	M14	M15	M16	M19	M18	M17	M21	M90	M20	M26	M22	M24	M23	M25	M27	M28	M29	M31	M32	M33	M34	M35	M36	M52	M50	M51	M49	M48	M47	M46	M45	M44	M43	M42	M41	M40	M39	M38	M37	M55	M54	M53	M57	M56	M59	M58	M82	M61	M60	M63	M62	M66	M65	M69	M70	M71	M72	M73	M75	M76	M77	M78	M79	M80	M81	M83	M84	M85	M86	M87	M88	M108	M92	M93	M94	M95	M96	M97	M98	M100	M99	M101	M103	M102	M104	M105	M107	M106	
14	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1
15	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2
16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
17	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1
18	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1
19	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2
20	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2
21	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	1
22	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2
23	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2
24	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2
25	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1
26	2	1	2	1	1	1	2	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1
27	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
28	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	2	2	1	1
29	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2
30	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
32	2	2	2	1	2	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1
33	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	1
34	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
35	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2
36	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
37	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2
38	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1
39	2	2	2	1	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1
40	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
41	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1
42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1
43	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2
44	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2
45	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2
46	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1
47	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1
48	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	1	1
49	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2
50	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2
51	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1
52	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
53	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2
54	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2
55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2
56	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1
57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	2	2	2	2	1	1
58	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
59	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2
60	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	1
61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1
62	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	1
63	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1
64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2
65	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2
