	M1	M2	M3	M4	M5	M13	M9	M12	M11	M8	M10	M7	M6	M14	M15	M16	M19	M18	M17	M21	M90	M20	M26	M22	M24	M23	M25	M27	M28	M29	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M51	M50	M52	M55	M54	M53	M57	M56	M59	M58	M82	M61	M60	M63	M62	M66	M65	M69	M70	M71	M72	M73	M75	M76	M77	M78	M79	M80	M81	M83	M84	M85	M86	M87	M88	M98	M97	M96	M95	M94	M93	M92	
11	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2
12	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2
13	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2
14	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1
15	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1
16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1
17	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2
18	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2
20	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
21	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2
22	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
23	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1
24	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	2
25	1	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	2
26	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1
27	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2
29	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2
30	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2	2	2
31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
32	2	2	2	1	2	1	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1
33	2	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1
34	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2
36	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	1
37	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2
38	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
39	2	2	2	1	1	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	1
40	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2
41	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2
42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2
43	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	2	2	2
44	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1
45	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2
46	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1
47	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
48	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	2	2	2
49	2	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	2	2	2	1	1	1	1	2	2	2
50	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
51	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
52	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	1
53	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
54	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1
55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1
56	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2
57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2
58	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
59	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2
60	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	1	1	2	1	2	2
61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	2
62	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1
63	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1
64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1
65	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
66	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2
67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2
68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2
69	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2
70	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2
72	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	2
73	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2
